Price,Area,Location,No. of Bedrooms,City,Locality,Latitude,Longitude,Property_Type,Furnishing_Status,Unnamed: 0,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
13363043,1942,SR Nagar,3,Hyderabad,SR Nagar,17.433535,78.45513,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6171004,1132,Uppal,2,Hyderabad,Uppal,17.409334,78.560999,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
4316521,1007,LB Nagar,2,Hyderabad,LB Nagar,17.356598,78.554581,Villa,Semi-Furnished,,,,,,,,,,,,,,,
27444901,1741,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.430229,78.40846,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9663428,1871,Miyapur,4,Hyderabad,Miyapur,17.50083,78.367084,Apartment,Unfurnished,,,,,,,,,,,,,,,
5412863,1139,Kukatpally,2,Hyderabad,Kukatpally,17.500693,78.392754,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6165823,1372,SR Nagar,3,Hyderabad,SR Nagar,17.421562,78.452828,Apartment,Unfurnished,,,,,,,,,,,,,,,
9409305,1796,Nizampet,3,Hyderabad,Nizampet,17.514208,78.398996,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6795098,1095,SR Nagar,2,Hyderabad,SR Nagar,17.422765,78.446591,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
14643148,2846,Madhapur,3,Hyderabad,Madhapur,17.45212,78.390337,Villa,Unfurnished,,,,,,,,,,,,,,,
6908613,1260,Kukatpally,3,Hyderabad,Kukatpally,17.491047,78.392982,Apartment,Unfurnished,,,,,,,,,,,,,,,
8207954,1462,Secunderabad,3,Hyderabad,Secunderabad,17.430004,78.503495,Apartment,Unfurnished,,,,,,,,,,,,,,,
12897717,1976,Kukatpally,3,Hyderabad,Kukatpally,17.50129,78.402724,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6673421,1573,Kukatpally,3,Hyderabad,Kukatpally,17.492817,78.407894,Apartment,Unfurnished,,,,,,,,,,,,,,,
9917152,1908,Nizampet,3,Hyderabad,Nizampet,17.506319,78.386135,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
3850112,1017,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.377195,78.525165,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4322546,898,LB Nagar,2,Hyderabad,LB Nagar,17.355053,78.551716,Apartment,Unfurnished,,,,,,,,,,,,,,,
5476568,1033,Miyapur,2,Hyderabad,Miyapur,17.505828,78.353759,Apartment,Unfurnished,,,,,,,,,,,,,,,
5086497,973,Manikonda,2,Hyderabad,Manikonda,17.39225,78.396228,Apartment,Unfurnished,,,,,,,,,,,,,,,
35804517,3307,Banjara Hills,4,Hyderabad,Banjara Hills,17.418526,78.479097,Villa,Fully-Furnished,,,,,,,,,,,,,,,
8351874,1440,Uppal,3,Hyderabad,Uppal,17.405066,78.566672,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
22424512,3315,Hitech City,4,Hyderabad,Hitech City,17.451452,78.370516,Villa,Unfurnished,,,,,,,,,,,,,,,
17319278,1691,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.423351,78.398263,Villa,Semi-Furnished,,,,,,,,,,,,,,,
7715796,1234,Ameerpet,3,Hyderabad,Ameerpet,17.433076,78.442998,Apartment,Unfurnished,,,,,,,,,,,,,,,
16782075,2179,Gachibowli,3,Hyderabad,Gachibowli,17.438614,78.350518,Penthouse,Unfurnished,,,,,,,,,,,,,,,
5631656,903,Secunderabad,2,Hyderabad,Secunderabad,17.447617,78.499226,Apartment,Unfurnished,,,,,,,,,,,,,,,
6266431,1431,Secunderabad,3,Hyderabad,Secunderabad,17.44108,78.497705,Villa,Semi-Furnished,,,,,,,,,,,,,,,
12716052,1937,Madhapur,4,Hyderabad,Madhapur,17.453642,78.398842,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7037626,1090,Nizampet,2,Hyderabad,Nizampet,17.519815,78.389895,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5971195,1445,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.374564,78.524705,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5139701,1031,Secunderabad,2,Hyderabad,Secunderabad,17.449231,78.501019,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7332850,1657,Bachupally,3,Hyderabad,Bachupally,17.536346,78.391089,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
41429847,3395,Banjara Hills,4,Hyderabad,Banjara Hills,17.417523,78.46667,Apartment,Unfurnished,,,,,,,,,,,,,,,
6185075,979,Manikonda,2,Hyderabad,Manikonda,17.399557,78.381135,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4161729,1109,LB Nagar,2,Hyderabad,LB Nagar,17.348932,78.560066,Apartment,Unfurnished,,,,,,,,,,,,,,,
9355527,1507,Kondapur,3,Hyderabad,Kondapur,17.460501,78.373455,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4855719,930,SR Nagar,2,Hyderabad,SR Nagar,17.423531,78.456683,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7407609,1267,Kondapur,3,Hyderabad,Kondapur,17.473923,78.366256,Villa,Fully-Furnished,,,,,,,,,,,,,,,
15348735,2311,Gachibowli,3,Hyderabad,Gachibowli,17.430459,78.345386,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6256105,1452,Miyapur,3,Hyderabad,Miyapur,17.499534,78.355738,Apartment,Unfurnished,,,,,,,,,,,,,,,
4892742,1267,Uppal,3,Hyderabad,Uppal,17.410255,78.556673,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4918531,1052,Secunderabad,2,Hyderabad,Secunderabad,17.439728,78.502745,Apartment,Unfurnished,,,,,,,,,,,,,,,
6758095,1343,Ameerpet,3,Hyderabad,Ameerpet,17.428398,78.451128,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
8770006,1722,Ameerpet,3,Hyderabad,Ameerpet,17.429856,78.450458,Apartment,Unfurnished,,,,,,,,,,,,,,,
6778699,1180,Ameerpet,2,Hyderabad,Ameerpet,17.446037,78.441629,Apartment,Unfurnished,,,,,,,,,,,,,,,
15180490,2965,Gachibowli,3,Hyderabad,Gachibowli,17.446011,78.353345,Villa,Fully-Furnished,,,,,,,,,,,,,,,
7085645,1506,Ameerpet,3,Hyderabad,Ameerpet,17.438142,78.456675,Villa,Unfurnished,,,,,,,,,,,,,,,
33566902,2282,Banjara Hills,3,Hyderabad,Banjara Hills,17.416587,78.475973,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5655762,1167,Nizampet,2,Hyderabad,Nizampet,17.515774,78.396243,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
24152233,2541,Hitech City,3,Hyderabad,Hitech City,17.449623,78.373872,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5112901,918,SR Nagar,2,Hyderabad,SR Nagar,17.437556,78.454407,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4437395,1013,Kompally,2,Hyderabad,Kompally,17.553273,78.488858,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5616877,1438,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.364586,78.528423,Apartment,Unfurnished,,,,,,,,,,,,,,,
9664098,1905,Nizampet,3,Hyderabad,Nizampet,17.502517,78.381145,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
37177122,2753,Banjara Hills,3,Hyderabad,Banjara Hills,17.427435,78.48024,Villa,Unfurnished,,,,,,,,,,,,,,,
5113033,913,Uppal,2,Hyderabad,Uppal,17.39988,78.550499,Apartment,Unfurnished,,,,,,,,,,,,,,,
6411622,1274,Uppal,3,Hyderabad,Uppal,17.406054,78.555149,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6226564,1726,Bachupally,3,Hyderabad,Bachupally,17.537762,78.385412,Apartment,Unfurnished,,,,,,,,,,,,,,,
9766360,1448,Ameerpet,3,Hyderabad,Ameerpet,17.429293,78.443826,Apartment,Unfurnished,,,,,,,,,,,,,,,
6049449,1060,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.375993,78.530226,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7642424,1249,SR Nagar,3,Hyderabad,SR Nagar,17.426805,78.45542,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
9119638,1875,Secunderabad,4,Hyderabad,Secunderabad,17.431369,78.496498,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9683071,1803,Ameerpet,4,Hyderabad,Ameerpet,17.435883,78.447937,Apartment,Unfurnished,,,,,,,,,,,,,,,
8235516,1331,Manikonda,3,Hyderabad,Manikonda,17.401016,78.392243,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
12831062,1861,Ameerpet,4,Hyderabad,Ameerpet,17.446356,78.456665,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8178257,1761,Manikonda,3,Hyderabad,Manikonda,17.409471,78.380731,Villa,Fully-Furnished,,,,,,,,,,,,,,,
6773580,1192,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.362101,78.518475,Apartment,Unfurnished,,,,,,,,,,,,,,,
4438266,1030,Nizampet,2,Hyderabad,Nizampet,17.507032,78.38624,Apartment,Unfurnished,,,,,,,,,,,,,,,
8705741,1362,Manikonda,3,Hyderabad,Manikonda,17.411028,78.381043,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3104541,729,LB Nagar,1,Hyderabad,LB Nagar,17.353522,78.551432,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
41978075,3423,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.44165,78.401325,Villa,Semi-Furnished,,,,,,,,,,,,,,,
7761738,1797,Kompally,3,Hyderabad,Kompally,17.545804,78.489235,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3865560,876,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.365148,78.523724,Villa,Unfurnished,,,,,,,,,,,,,,,
23429896,3083,Gachibowli,3,Hyderabad,Gachibowli,17.448494,78.351021,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
15489574,1401,Banjara Hills,3,Hyderabad,Banjara Hills,17.431372,78.483572,Apartment,Unfurnished,,,,,,,,,,,,,,,
29726306,2133,Banjara Hills,3,Hyderabad,Banjara Hills,17.421407,78.464488,Penthouse,Fully-Furnished,,,,,,,,,,,,,,,
14907727,1322,Banjara Hills,3,Hyderabad,Banjara Hills,17.42035,78.466971,Villa,Fully-Furnished,,,,,,,,,,,,,,,
5539264,939,Kompally,2,Hyderabad,Kompally,17.541343,78.498488,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5637039,1567,Miyapur,3,Hyderabad,Miyapur,17.503111,78.367427,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5679641,998,Kukatpally,2,Hyderabad,Kukatpally,17.492571,78.407607,Villa,Semi-Furnished,,,,,,,,,,,,,,,
4356279,874,LB Nagar,2,Hyderabad,LB Nagar,17.354567,78.54958,Apartment,Unfurnished,,,,,,,,,,,,,,,
15012134,2526,Gachibowli,4,Hyderabad,Gachibowli,17.441322,78.350884,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7516505,1727,Bachupally,3,Hyderabad,Bachupally,17.545862,78.386793,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
12150528,1974,Manikonda,3,Hyderabad,Manikonda,17.407096,78.387145,Apartment,Unfurnished,,,,,,,,,,,,,,,
10405151,1882,Nizampet,3,Hyderabad,Nizampet,17.508785,78.388051,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10323425,1703,Manikonda,3,Hyderabad,Manikonda,17.396564,78.392144,Apartment,Unfurnished,,,,,,,,,,,,,,,
4702067,1205,Kukatpally,3,Hyderabad,Kukatpally,17.499725,78.396788,Apartment,Unfurnished,,,,,,,,,,,,,,,
13810119,1945,Banjara Hills,3,Hyderabad,Banjara Hills,17.417582,78.470766,Apartment,Unfurnished,,,,,,,,,,,,,,,
2918592,764,LB Nagar,1,Hyderabad,LB Nagar,17.359173,78.545082,Apartment,Unfurnished,,,,,,,,,,,,,,,
4260289,966,Nizampet,2,Hyderabad,Nizampet,17.517489,78.380461,Villa,Semi-Furnished,,,,,,,,,,,,,,,
5241281,1132,Manikonda,2,Hyderabad,Manikonda,17.401226,78.39171,Apartment,Unfurnished,,,,,,,,,,,,,,,
4542987,1083,Miyapur,2,Hyderabad,Miyapur,17.488473,78.348506,Villa,Unfurnished,,,,,,,,,,,,,,,
6005128,1364,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.374306,78.517977,Apartment,Unfurnished,,,,,,,,,,,,,,,
16338087,3003,Kondapur,4,Hyderabad,Kondapur,17.462738,78.365042,Apartment,Unfurnished,,,,,,,,,,,,,,,
15484767,2505,Gachibowli,4,Hyderabad,Gachibowli,17.449694,78.344542,Villa,Semi-Furnished,,,,,,,,,,,,,,,
10809447,1815,Miyapur,3,Hyderabad,Miyapur,17.504432,78.367747,Apartment,Unfurnished,,,,,,,,,,,,,,,
6734816,1294,SR Nagar,3,Hyderabad,SR Nagar,17.426436,78.456681,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
34949589,2727,Banjara Hills,4,Hyderabad,Banjara Hills,17.421781,78.471172,Apartment,Unfurnished,,,,,,,,,,,,,,,
24318222,3313,Banjara Hills,3,Hyderabad,Banjara Hills,17.428678,78.4662,Apartment,Unfurnished,,,,,,,,,,,,,,,
5239424,1038,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.3624,78.520125,Apartment,Unfurnished,,,,,,,,,,,,,,,
5303276,1068,SR Nagar,2,Hyderabad,SR Nagar,17.439107,78.463728,Apartment,Unfurnished,,,,,,,,,,,,,,,
5827982,1011,Miyapur,2,Hyderabad,Miyapur,17.490591,78.356134,Villa,Semi-Furnished,,,,,,,,,,,,,,,
7687269,1548,Manikonda,3,Hyderabad,Manikonda,17.403065,78.396522,Apartment,Unfurnished,,,,,,,,,,,,,,,
5604900,943,Uppal,2,Hyderabad,Uppal,17.405999,78.552005,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5874191,975,Uppal,2,Hyderabad,Uppal,17.413289,78.562481,Apartment,Unfurnished,,,,,,,,,,,,,,,
5668278,1141,Bachupally,2,Hyderabad,Bachupally,17.552448,78.383642,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6291546,1059,Ameerpet,2,Hyderabad,Ameerpet,17.428544,78.455443,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10540243,1774,Secunderabad,3,Hyderabad,Secunderabad,17.431174,78.507543,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7263363,1560,Nizampet,3,Hyderabad,Nizampet,17.506386,78.38095,Apartment,Unfurnished,,,,,,,,,,,,,,,
23073614,3261,Jubilee Hills,4,Hyderabad,Jubilee Hills,17.423452,78.409038,Villa,Semi-Furnished,,,,,,,,,,,,,,,
14031126,1775,Madhapur,3,Hyderabad,Madhapur,17.451859,78.399407,Villa,Unfurnished,,,,,,,,,,,,,,,
5536631,1153,Manikonda,2,Hyderabad,Manikonda,17.395396,78.391713,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7605826,1637,Kukatpally,3,Hyderabad,Kukatpally,17.487942,78.400471,Apartment,Unfurnished,,,,,,,,,,,,,,,
16957522,2401,Kondapur,4,Hyderabad,Kondapur,17.463443,78.365616,Villa,Fully-Furnished,,,,,,,,,,,,,,,
8139842,1496,Manikonda,3,Hyderabad,Manikonda,17.396157,78.396334,Apartment,Unfurnished,,,,,,,,,,,,,,,
4460743,1114,Nizampet,2,Hyderabad,Nizampet,17.506703,78.39618,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
20702308,3363,Gachibowli,3,Hyderabad,Gachibowli,17.446721,78.356204,Villa,Fully-Furnished,,,,,,,,,,,,,,,
13738982,1704,Hitech City,3,Hyderabad,Hitech City,17.442679,78.365805,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7548852,1587,Kompally,3,Hyderabad,Kompally,17.5447,78.485212,Apartment,Unfurnished,,,,,,,,,,,,,,,
5495334,1076,SR Nagar,2,Hyderabad,SR Nagar,17.426636,78.453836,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6690230,1221,Kompally,3,Hyderabad,Kompally,17.555185,78.499242,Apartment,Unfurnished,,,,,,,,,,,,,,,
24627231,3452,Hitech City,3,Hyderabad,Hitech City,17.454043,78.375498,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9330435,1885,Madhapur,4,Hyderabad,Madhapur,17.455555,78.383879,Villa,Semi-Furnished,,,,,,,,,,,,,,,
3706116,1039,Nizampet,2,Hyderabad,Nizampet,17.517769,78.396511,Apartment,Unfurnished,,,,,,,,,,,,,,,
5044908,933,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.367624,78.515003,Apartment,Unfurnished,,,,,,,,,,,,,,,
18819933,2892,Banjara Hills,4,Hyderabad,Banjara Hills,17.415863,78.473265,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4741958,1048,Kukatpally,2,Hyderabad,Kukatpally,17.498181,78.391951,Apartment,Unfurnished,,,,,,,,,,,,,,,
13184790,1599,Hitech City,3,Hyderabad,Hitech City,17.450676,78.37025,Apartment,Unfurnished,,,,,,,,,,,,,,,
4874565,996,LB Nagar,2,Hyderabad,LB Nagar,17.348077,78.559029,Apartment,Unfurnished,,,,,,,,,,,,,,,
7120827,1683,SR Nagar,3,Hyderabad,SR Nagar,17.422901,78.445823,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4635871,1157,Miyapur,2,Hyderabad,Miyapur,17.489444,78.359493,Villa,Semi-Furnished,,,,,,,,,,,,,,,
6249994,1030,Manikonda,2,Hyderabad,Manikonda,17.407963,78.383202,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6314559,1402,Miyapur,3,Hyderabad,Miyapur,17.494019,78.365206,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
19505552,3037,Hitech City,3,Hyderabad,Hitech City,17.439699,78.366505,Villa,Unfurnished,,,,,,,,,,,,,,,
15373999,2489,Kondapur,3,Hyderabad,Kondapur,17.459571,78.359505,Villa,Unfurnished,,,,,,,,,,,,,,,
5224270,1072,LB Nagar,2,Hyderabad,LB Nagar,17.352293,78.550821,Villa,Unfurnished,,,,,,,,,,,,,,,
5591317,1216,LB Nagar,3,Hyderabad,LB Nagar,17.350826,78.548211,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8567825,1389,Uppal,3,Hyderabad,Uppal,17.401438,78.551347,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
5247433,1445,LB Nagar,3,Hyderabad,LB Nagar,17.356028,78.5534,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
3288367,743,Dilsukhnagar,1,Hyderabad,Dilsukhnagar,17.362685,78.520805,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10332927,1952,Madhapur,3,Hyderabad,Madhapur,17.444559,78.383968,Villa,Fully-Furnished,,,,,,,,,,,,,,,
6695060,1688,Secunderabad,3,Hyderabad,Secunderabad,17.437517,78.507736,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
35331460,2350,Jubilee Hills,4,Hyderabad,Jubilee Hills,17.431626,78.397623,Apartment,Unfurnished,,,,,,,,,,,,,,,
29199710,3231,Madhapur,4,Hyderabad,Madhapur,17.451074,78.384864,Villa,Fully-Furnished,,,,,,,,,,,,,,,
15589003,2090,Madhapur,3,Hyderabad,Madhapur,17.444062,78.394791,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
20560689,1834,Banjara Hills,3,Hyderabad,Banjara Hills,17.415066,78.4675,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
27377358,3437,Banjara Hills,4,Hyderabad,Banjara Hills,17.427512,78.476863,Apartment,Unfurnished,,,,,,,,,,,,,,,
13399870,2037,Gachibowli,3,Hyderabad,Gachibowli,17.445333,78.356967,Villa,Unfurnished,,,,,,,,,,,,,,,
9587907,1372,Secunderabad,3,Hyderabad,Secunderabad,17.447784,78.493281,Apartment,Unfurnished,,,,,,,,,,,,,,,
8970800,1296,Ameerpet,3,Hyderabad,Ameerpet,17.438553,78.441754,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7534204,1367,Miyapur,3,Hyderabad,Miyapur,17.500053,78.367775,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3358200,790,Dilsukhnagar,1,Hyderabad,Dilsukhnagar,17.369278,78.521321,Villa,Unfurnished,,,,,,,,,,,,,,,
17505039,2416,Gachibowli,3,Hyderabad,Gachibowli,17.448608,78.339421,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5647588,1406,Uppal,3,Hyderabad,Uppal,17.405352,78.549805,Apartment,Unfurnished,,,,,,,,,,,,,,,
4268378,1302,LB Nagar,3,Hyderabad,LB Nagar,17.34266,78.548928,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9459913,1669,Manikonda,3,Hyderabad,Manikonda,17.408299,78.385773,Apartment,Unfurnished,,,,,,,,,,,,,,,
5419647,972,Kukatpally,2,Hyderabad,Kukatpally,17.497191,78.388509,Villa,Semi-Furnished,,,,,,,,,,,,,,,
42685131,2695,Banjara Hills,3,Hyderabad,Banjara Hills,17.429809,78.478473,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5130474,905,Manikonda,2,Hyderabad,Manikonda,17.394145,78.38608,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6992317,1202,Secunderabad,3,Hyderabad,Secunderabad,17.431514,78.500095,Apartment,Unfurnished,,,,,,,,,,,,,,,
8593983,1438,Manikonda,3,Hyderabad,Manikonda,17.399552,78.387161,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8468833,1575,Kukatpally,3,Hyderabad,Kukatpally,17.487564,78.404589,Apartment,Unfurnished,,,,,,,,,,,,,,,
6530237,1205,Nizampet,3,Hyderabad,Nizampet,17.511728,78.391507,Villa,Unfurnished,,,,,,,,,,,,,,,
8007169,1471,Uppal,3,Hyderabad,Uppal,17.406518,78.555884,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4316110,1192,SR Nagar,2,Hyderabad,SR Nagar,17.436422,78.459348,Apartment,Unfurnished,,,,,,,,,,,,,,,
6451289,1203,Uppal,3,Hyderabad,Uppal,17.41572,78.557605,Villa,Semi-Furnished,,,,,,,,,,,,,,,
11029393,1928,Manikonda,3,Hyderabad,Manikonda,17.395652,78.392336,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
24437815,2991,Hitech City,3,Hyderabad,Hitech City,17.455468,78.369162,Apartment,Unfurnished,,,,,,,,,,,,,,,
9489063,2257,Kondapur,4,Hyderabad,Kondapur,17.468139,78.365712,Villa,Unfurnished,,,,,,,,,,,,,,,
6349415,1058,Kompally,2,Hyderabad,Kompally,17.542678,78.483784,Apartment,Unfurnished,,,,,,,,,,,,,,,
5602672,1354,Uppal,3,Hyderabad,Uppal,17.398182,78.558253,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4532655,879,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.375293,78.526056,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10251423,1776,Kompally,3,Hyderabad,Kompally,17.541955,78.493292,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8553277,1816,Kompally,3,Hyderabad,Kompally,17.558227,78.488658,Apartment,Unfurnished,,,,,,,,,,,,,,,
9122932,1996,Kompally,3,Hyderabad,Kompally,17.554863,78.49776,Apartment,Unfurnished,,,,,,,,,,,,,,,
6846865,1447,LB Nagar,3,Hyderabad,LB Nagar,17.35811,78.551758,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4804441,892,Uppal,2,Hyderabad,Uppal,17.415757,78.559796,Apartment,Unfurnished,,,,,,,,,,,,,,,
8913375,1991,Manikonda,3,Hyderabad,Manikonda,17.392873,78.378961,Apartment,Unfurnished,,,,,,,,,,,,,,,
2863082,906,LB Nagar,2,Hyderabad,LB Nagar,17.351543,78.54342,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
19350412,3072,Madhapur,3,Hyderabad,Madhapur,17.454415,78.399021,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5059111,850,Uppal,2,Hyderabad,Uppal,17.396934,78.550418,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5921307,1232,Kompally,3,Hyderabad,Kompally,17.557637,78.493827,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
11192514,1509,Madhapur,3,Hyderabad,Madhapur,17.457113,78.385863,Apartment,Unfurnished,,,,,,,,,,,,,,,
4839657,1095,Manikonda,2,Hyderabad,Manikonda,17.410347,78.379904,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
22603065,3209,Gachibowli,3,Hyderabad,Gachibowli,17.432851,78.352424,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6905726,1113,Kompally,2,Hyderabad,Kompally,17.54719,78.487086,Apartment,Unfurnished,,,,,,,,,,,,,,,
4381584,975,Secunderabad,2,Hyderabad,Secunderabad,17.430153,78.503857,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7788148,1328,Secunderabad,3,Hyderabad,Secunderabad,17.437293,78.49178,Apartment,Unfurnished,,,,,,,,,,,,,,,
5695404,1353,Kompally,3,Hyderabad,Kompally,17.543305,78.490358,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
12975319,1934,SR Nagar,3,Hyderabad,SR Nagar,17.433437,78.452696,Apartment,Unfurnished,,,,,,,,,,,,,,,
7450371,1350,Miyapur,3,Hyderabad,Miyapur,17.499388,78.358695,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
12860749,1981,SR Nagar,3,Hyderabad,SR Nagar,17.422126,78.458697,Apartment,Unfurnished,,,,,,,,,,,,,,,
11156561,1891,SR Nagar,4,Hyderabad,SR Nagar,17.434979,78.459265,Apartment,Unfurnished,,,,,,,,,,,,,,,
10575010,1846,Secunderabad,3,Hyderabad,Secunderabad,17.439801,78.498799,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7363188,1213,Manikonda,3,Hyderabad,Manikonda,17.403983,78.382418,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
3796186,940,Bachupally,2,Hyderabad,Bachupally,17.544641,78.377391,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
36174850,2711,Banjara Hills,3,Hyderabad,Banjara Hills,17.42029,78.48023,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6555568,1145,Ameerpet,2,Hyderabad,Ameerpet,17.435206,78.453062,Villa,Semi-Furnished,,,,,,,,,,,,,,,
7977533,1517,Nizampet,3,Hyderabad,Nizampet,17.518031,78.393092,Villa,Semi-Furnished,,,,,,,,,,,,,,,
4342060,1000,Miyapur,2,Hyderabad,Miyapur,17.488948,78.350967,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
18551990,3253,Gachibowli,3,Hyderabad,Gachibowli,17.446434,78.357074,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4186268,925,Bachupally,2,Hyderabad,Bachupally,17.537848,78.378679,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7844080,1420,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.375559,78.515423,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6264146,1461,LB Nagar,3,Hyderabad,LB Nagar,17.354376,78.554521,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6225643,1316,Miyapur,3,Hyderabad,Miyapur,17.499821,78.358307,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
